"team","season","returning_ppa_pct","returning_passing_ppa_pct","returning_usage_pct","talent_percentile","preseason_poll_vote_share","retained_quality","replacement_capacity","portal_incoming_count","portal_outgoing_count","portal_rated_incoming_count","portal_incoming_value","portal_incoming_percentile","portal_offense_ppa","portal_offense_score","portal_offense_eligible_count","portal_offense_matched_count","portal_offense_match_rate","portal_replacement_capacity","portal_offense_replacement","roster_rebuild_score","roster_rebuild_flag","hype_gap","source","captured_at"
"Fresno State",2024,0.683,0.884,0.762,0.343283582089552,0,0.42305223880597,0.108820895522388,7,11,7,0.272727272727273,0.17910447761194,66.1234475982533,0.121891339416723,3,2,0.666666666666667,0.0426268656716418,0.0290101387811802,0.0290101387811802,FALSE,-0.208955223880597,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Georgia",2024,0.604,0.966,0.579,0.992537313432836,1,0.594985074626866,0.393044776119403,11,26,9,0.370454545454545,0.343283582089552,112.6335,0.51797227716101,6,5,0.833333333333333,0.144522388059701,0.218066328684785,0.218066328684785,FALSE,0.0149253731343284,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Georgia Southern",2024,0.414,0.054,0.375,0.223880597014925,0,0.135940298507463,0.131194029850746,12,19,8,0.302727272727273,0.246268656716418,1.75649126637555,-1.23610937528599,3,2,0.666666666666667,0.153917910447761,-0.772568359553741,0,FALSE,0.082089552238806,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Georgia State",2024,0.314,0.057,0.136,0.328358208955224,0,0.119507462686567,0.225253731343284,31,34,28,0.834090909090909,0.858208955223881,45.6438493449782,-0.0467825120118878,9,6,0.666666666666667,0.741492537313433,-0.040420090378271,0,FALSE,0.0298507462686567,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Georgia Tech",2024,0.849,1,0.852,0.664179104477612,0,0.348470149253731,0.100291044776119,12,33,11,0.431818181818182,0.432835820895522,4.76078602620087,-1.02371449008642,2,2,1,0.0640597014925373,-0.15150974453279,0,FALSE,0,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Hawai'i",2024,0.896,0.964,0.883,0.201492537313433,0,0.100298507462687,0.020955223880597,6,11,4,0.154545454545455,0.0746268656716418,-4.82709170305677,-2.67545960569272,2,1,0.5,0.00873134328358209,-0.313028773866049,0,FALSE,0.298507462686567,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Houston",2024,0.636,0.977,0.828,0.514925373134328,0,0.161373134328358,0.187432835820896,27,34,27,0.870454545454545,0.925373134328358,152.131139737991,0.849645174834059,6,6,1,0.159164179104478,0.146138970071458,0.146138970071458,FALSE,0.156716417910448,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Illinois",2024,0.447,0.547,0.554,0.537313432835821,0,0.196813432835821,0.297134328358209,12,24,11,0.433181818181818,0.440298507462687,24.1379126637555,-0.51797227716101,3,2,0.666666666666667,0.196373134328358,-0.231015635613811,0,FALSE,-0.0298507462686567,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Indiana",2024,0.432,0.432,0.285,0.582089552238806,0,0.0741492537313433,0.330626865671642,30,42,27,0.872272727272727,0.947761194029851,385.643008733624,2.67545960569273,11,11,1,0.677649253731343,1.9129536180703,1.9129536180703,TRUE,0.238805970149254,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Iowa",2024,0.545,-0.145,0.617,0.716417910447761,0.0999441054187117,0.15455223880597,0.325970149253731,4,12,3,0.116363636363636,0.0522388059701493,23.3869388646288,-0.539485008032636,3,2,0.666666666666667,0.0200074626865672,-0.2066227580765,0,FALSE,0.537313432835821,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Iowa State",2024,0.901,0.945,0.762,0.5,0,0.591701492537313,0.0495,8,21,7,0.275454545454545,0.186567164179104,79.564827510917,0.216807702564446,3,3,1,0.0444029850746269,0.0516002332103382,0.0516002332103382,FALSE,-0.246268656716418,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Jacksonville State",2024,0.399,0.366,0.405,0.0597014925373134,0,0.285850746268657,0.0358805970149254,19,14,13,0.491363636363636,0.514925373134328,93.4499104803493,0.333434969426573,9,7,0.777777777777778,0.306380597014925,0.198393806808811,0.198393806808811,FALSE,-0.305970149253731,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"James Madison",2024,0.037,-0.016,0.056,0.111940298507463,0,0.0323059701492537,0.107798507462687,26,23,17,0.65,0.738805970149254,125.00493231441,0.651187632101217,10,7,0.7,0.697432835820896,0.614721124703548,0.614721124703548,TRUE,-0.462686567164179,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Kansas",2024,0.641,0.314,0.69,0.641791044776119,0.143573463090434,0.483141791044776,0.230402985074627,11,13,10,0.395909090909091,0.399253731343284,0,-1.55728436818856,3,0,0,0.123768656716418,-0.482758154138455,0,FALSE,0.0895522388059702,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Kansas State",2024,0.387,0.147,0.396,0.529850746268657,0.324163686898463,0.314798507462687,0.324798507462687,10,17,8,0.316818181818182,0.291044776119403,93.211288209607,0.313723114943549,4,4,1,0.175791044776119,0.189488761425903,0.189488761425903,FALSE,0.0671641791044776,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Kennesaw State",2024,,,,0.0298507462686567,0,,,10,3,8,0.295909090909091,0.223880597014925,0,-1.55728436818856,4,0,0,,,,,-0.358208955223881,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Kent State",2024,0.708,0.558,0.502,0.0746268656716418,0,0.0369850746268657,0.0217910447761194,16,17,14,0.522727272727273,0.548507462686567,4.30536681222707,-1.05583243655666,6,1,0.166666666666667,0.27315671641791,-0.525804553405215,0,FALSE,0.358208955223881,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Kentucky",2024,0.36,0.079,0.186,0.828358208955224,0,0.163880597014925,0.530149253731343,12,23,11,0.440909090909091,0.447761194029851,82.310251091703,0.255279201513148,6,3,0.5,0.364477611940299,0.207797270031703,0.207797270031703,FALSE,-0.044776119402985,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"LSU",2024,0.203,0.121,0.302,0.940298507462687,0.534396223670207,0.189365671641791,0.749417910447761,10,27,9,0.362727272727273,0.335820895522388,145.296554585153,0.797134133643776,4,4,1,0.234402985074627,0.556399625283356,0.556399625283356,TRUE,-0.0149253731343284,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Liberty",2024,0.738,1.03,0.821,0.350746268656716,0,0.671910447761194,0.0918955223880597,18,18,15,0.567727272727273,0.611940298507463,23.0834366812227,-0.561250375758602,5,4,0.8,0.109537313432836,-0.10046381726079,0,FALSE,-0.5,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Louisiana",2024,0.476,0.437,0.577,0.298507462686567,0,0.255761194029851,0.156417910447761,7,6,5,0.194090909090909,0.0895522388059701,0,-1.55728436818856,1,0,0,0.0378805970149254,-0.658731287743762,0,FALSE,-0.126865671641791,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Louisiana Tech",2024,0.261,0.379,0.27,0.238805970149254,0,0.052589552238806,0.176477611940299,12,22,9,0.345,0.328358208955224,37.0123231441048,-0.197695153164197,2,2,1,0.239701492537313,-0.144317461809864,0,FALSE,0.208955223880597,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Louisville",2024,0.153,0.066,0.171,0.738805970149254,0,0.13815671641791,0.625768656716418,28,29,27,0.880909090909091,0.977611940298508,156.343419213974,0.9046107432864,8,7,0.875,0.810440298507463,0.749922306184425,0.749922306184425,TRUE,-0.492537313432836,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Marshall",2024,0.269,0.206,0.26,0.402985074626866,0,0.10639552238806,0.294582089552239,28,33,21,0.806363636363636,0.843283582089552,123.558934497817,0.628233868748383,10,8,0.8,0.624029850746269,0.464893062873803,0.464893062873803,FALSE,0.0149253731343284,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Maryland",2024,0.37,-0.038,0.413,0.626865671641791,0,0.303731343283582,0.394925373134328,8,13,6,0.236818181818182,0.141791044776119,18.7314279475983,-0.651187632101217,1,1,1,0.0832313432835821,-0.382247140043414,0,FALSE,-0.41044776119403,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Massachusetts",2024,0.339,0.501,0.393,0.395522388059701,0,0.0430074626865672,0.261440298507463,29,23,22,0.835454545454545,0.865671641791045,55.3351572052402,0.0467825120118878,11,7,0.636363636363636,0.525462686567164,0.0283969847912159,0.0283969847912159,FALSE,0.283582089552239,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Memphis",2024,0.798,0.937,0.735,0.470149253731343,0,0.643164179104478,0.0949701492537313,30,24,27,0.857272727272727,0.895522388059702,5.27152620087336,-0.99261928625352,4,2,0.5,0.237313432835821,-0.263044110857183,0,FALSE,-0.395522388059701,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Miami",2024,0.474,0.183,0.413,0.902985074626866,0.267612535699792,0.353731343283582,0.474970149253731,14,28,14,0.566363636363636,0.604477611940298,205.50385371179,1.41620183804292,4,3,0.75,0.354828358208955,0.831310478931192,0.831310478931192,TRUE,0.119402985074627,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Miami (OH)",2024,0.6,0.816,0.494,0.186567164179104,0,0.304477611940298,0.0746268656716418,5,11,2,0.0759090909090909,0.0373134328358209,0.923152838427947,-1.27731081390687,4,4,1,0.0188805970149254,-0.646319271836879,0,FALSE,-0.0970149253731343,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Michigan",2024,0.26,0.083,0.321,0.888059701492537,0.670779959112731,0.258059701492537,0.657164179104478,7,17,7,0.277272727272727,0.201492537313433,20.9173930131004,-0.605606448249031,1,1,1,0.136813432835821,-0.411206778361092,0,FALSE,-0.0522388059701492,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Michigan State",2024,0.301,0.022,0.314,0.701492537313433,0,0.0134776119402985,0.49034328358209,24,46,22,0.875,0.962686567164179,129.270170305677,0.69816401678787,4,3,0.75,0.660402985074627,0.478940515516479,0.478940515516479,FALSE,0.365671641791045,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Middle Tennessee",2024,0.555,0.945,0.795,0.171641791044776,0,0.198805970149254,0.0763805970149254,12,30,8,0.303636363636364,0.253731343283582,6.91722707423581,-0.9046107432864,6,3,0.5,0.0520149253731343,-0.185445202373712,0,FALSE,0.0522388059701493,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Minnesota",2024,0.55,0.08,0.386,0.671641791044776,0,0.127238805970149,0.302238805970149,12,18,12,0.476363636363636,0.5,173.294237991266,1.08907819863297,7,4,0.571428571428571,0.307,0.668694013960643,0.668694013960643,TRUE,0.17910447761194,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Mississippi",2024,0.816,0.896,0.642,0.858208955223881,0.761588554627382,0.645492537313433,0.157910447761194,25,24,25,0.895,1,150.564762008734,0.823105922432874,9,8,0.888888888888889,0.358,0.294671920230969,0.294671920230969,FALSE,0.171641791044776,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Mississippi State",2024,0.191,-0.081,0.223,0.753731343283582,0,0.0299328358208955,0.609768656716418,18,27,17,0.668636363636364,0.761194029850746,228.21796069869,1.5895321636864,7,7,1,0.59144776119403,1.23506649118433,1.23506649118433,TRUE,0.253731343283582,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Missouri",2024,0.875,1,0.659,0.865671641791045,0.598733375190463,0.737873134328358,0.108208955223881,15,19,14,0.565909090909091,0.597014925373134,41.119768558952,-0.103066178398909,3,3,1,0.203582089552239,-0.0351455668340279,0,FALSE,0.082089552238806,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Navy",2024,0.575,-7.621,0.603,0.0149253731343284,0,0.184514925373134,0.00634328358208955,0,6,0,0,0,0,-1.55728436818856,0,0,1,0,-0.61824189417086,0,FALSE,0.0895522388059702,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Nebraska",2024,0.625,0.543,0.589,0.835820895522388,0,0.303171641791045,0.313432835820896,8,10,7,0.281818181818182,0.208955223880597,42.1778165938865,-0.0842774751609892,3,1,0.333333333333333,0.0858805970149254,-0.0346380422911665,0,FALSE,-0.0746268656716418,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Nevada",2024,0.493,0.874,0.682,0.216417910447761,0,0.0183955223880597,0.109723880597015,22,23,17,0.647272727272727,0.723880597014925,57.4487434497817,0.0655184787511032,9,5,0.555555555555556,0.230194029850746,0.0208348762428508,0.0208348762428508,FALSE,0.373134328358209,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"New Mexico",2024,0.349,0.219,0.261,0.126865671641791,0,0.106783582089552,0.082589552238806,28,26,21,0.791818181818182,0.828358208955224,27.3024519650655,-0.393392171559076,6,4,0.666666666666667,0.61215671641791,-0.290716814782157,0,FALSE,0.104477611940299,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"New Mexico State",2024,0.137,0,0.099,0.0447761194029851,0,0.0817910447761194,0.0386417910447761,13,40,7,0.267272727272727,0.164179104477612,4.22624454148472,-1.08907819863297,3,1,0.333333333333333,0.147925373134328,-0.981259456968305,0,FALSE,-0.186567164179104,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"North Carolina",2024,0.451,-0.01,0.454,0.843283582089552,0,0.313007462686567,0.462962686567164,10,23,10,0.393636363636364,0.388059701492537,77.1201986899563,0.178654554504596,4,4,1,0.211880597014925,0.0975453867595095,0.0975453867595095,FALSE,-0.283582089552239,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"North Carolina State",2024,0.34,0.041,0.221,0.708955223880597,0.134988285108305,0.215671641791045,0.467910447761194,15,23,15,0.602272727272727,0.656716417910448,158.32876419214,0.962455401894873,6,4,0.666666666666667,0.511582089552239,0.749752758076106,0.749752758076106,TRUE,0.201492537313433,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"North Texas",2024,0.195,0.062,0.1,0.417910447761194,0,0.0582089552238806,0.336417910447761,25,36,19,0.725454545454545,0.798507462686567,113.413209606987,0.539485008032636,8,6,0.75,0.71865671641791,0.485536507229373,0.485536507229373,FALSE,0.111940298507463,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Northern Illinois",2024,0.596,0.218,0.575,0.082089552238806,0,0.373611940298507,0.0331641791044776,6,19,6,0.228636363636364,0.119402985074627,31.0765283842795,-0.333434969426573,4,2,0.5,0.0507462686567164,-0.141709862006294,0,FALSE,-0.216417910447761,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Northwestern",2024,0.419,0.057,0.42,0.597014925373134,0,0.15634328358209,0.346865671641791,6,12,6,0.230454545454545,0.134328358208955,12.2768209606987,-0.849645174834059,1,1,1,0.077910447761194,-0.492794201403754,0,FALSE,0.0373134328358209,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Notre Dame",2024,0.373,0.247,0.346,0.932835820895522,0.721393268148511,0.364649253731343,0.584888059701493,9,18,8,0.323181818181818,0.298507462686567,156.430652838428,0.933142750893531,5,5,1,0.195223880597015,0.61027535908437,0.61027535908437,TRUE,-0.0223880597014926,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Ohio",2024,0.13,0.073,0.095,0.0895522388059701,0,0.111567164179104,0.077910447761194,21,26,12,0.45,0.462686567164179,36.6344213973799,-0.216807702564446,8,3,0.375,0.418731343283582,-0.196210970820824,0,FALSE,-0.447761194029851,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Ohio State",2024,0.224,0.024,0.318,0.985074626865672,0.963565155471161,0.217313432835821,0.764417910447761,7,26,7,0.295454545454545,0.216417910447761,180.457150655022,1.19690577349211,4,3,0.75,0.147597014925373,0.816289737521616,0.816289737521616,TRUE,0.0223880597014925,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Oklahoma",2024,0.394,0.171,0.37,0.947761194029851,0.40796631777218,0.376358208955224,0.57434328358209,16,25,13,0.522727272727273,0.548507462686567,109.673844978166,0.496696650119039,6,5,0.833333333333333,0.345559701492537,0.312918889574995,0.312918889574995,FALSE,-0.0671641791044776,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Oklahoma State",2024,0.821,0.972,0.8,0.611940298507463,0.307185707832133,0.349231343283582,0.109537313432836,8,11,8,0.315909090909091,0.283582089552239,25.3602423580786,-0.475643529580792,5,4,0.8,0.0567164179104477,-0.0951287059161584,0,FALSE,0.447761194029851,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Old Dominion",2024,0.562,0.791,0.567,0.0522388059701493,0,0.163567164179104,0.0228805970149254,15,32,10,0.381363636363636,0.369402985074627,16.3458930131004,-0.722236227324625,7,4,0.571428571428571,0.159951492537313,-0.312728286431563,0,FALSE,0.119402985074627,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Oregon",2024,0.356,0.077,0.323,0.962686567164179,0.908044799889742,0.356,0.619970149253731,14,20,13,0.534545454545455,0.567164179104478,347.499624454148,2.28371884672858,4,3,0.75,0.383970149253731,1.54607765923525,1.54607765923525,TRUE,-0.0149253731343284,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Oregon State",2024,0.07,0.003,0.078,0.462686567164179,0,0.0543283582089552,0.430298507462687,16,25,16,0.625909090909091,0.686567164179104,158.420462882096,0.99261928625352,6,3,0.5,0.633014925373134,0.915194981925746,0.915194981925746,TRUE,-0.365671641791045,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Penn State",2024,0.737,0.968,0.856,0.925373134328358,0.671832768006861,0.6985,0.243373134328358,6,13,5,0.204090909090909,0.111940298507463,15.1475414847162,-0.746734433041225,1,1,1,0.0161194029850746,-0.107529758357936,0,FALSE,0,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Pittsburgh",2024,0.561,0.456,0.418,0.686567164179104,0,0.192582089552239,0.301402985074627,14,22,13,0.511363636363636,0.529850746268657,34.5466310043668,-0.255279201513148,4,1,0.25,0.308373134328358,-0.148572495280652,0,FALSE,0.0671641791044776,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Purdue",2024,0.497,0.909,0.688,0.73134328358209,0,0.174320895522388,0.367865671641791,18,28,16,0.634090909090909,0.716417910447761,28.6002445414847,-0.353277252956738,4,3,0.75,0.223522388059702,-0.110222502922502,0,FALSE,0.0597014925373134,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Rice",2024,0.47,0.075,0.512,0.261194029850746,0,0.277089552238806,0.138432835820896,10,3,8,0.302272727272727,0.238805970149254,132.239745633188,0.722236227324625,4,3,0.75,0.116537313432836,0.352451278934417,0.352451278934417,FALSE,-0.17910447761194,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Rutgers",2024,0.433,0.084,0.421,0.567164179104478,0,0.242350746268657,0.321582089552239,6,15,5,0.194545454545455,0.100746268656716,114.942331877729,0.561250375758602,3,2,0.666666666666667,0.0583320895522388,0.324963967564231,0.324963967564231,FALSE,-0.149253731343284,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"SMU",2024,0.924,0.989,0.915,0.82089552238806,0,0.868835820895522,0.0623880597014925,20,16,19,0.751818181818182,0.805970149253731,16.8322729257642,-0.69816401678787,3,1,0.333333333333333,0.0685074626865671,-0.059343941426969,0,FALSE,-0.529850746268657,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Sam Houston",2024,0.425,-0.004,0.48,0.156716417910448,0,0.0761194029850746,0.0901119402985075,12,5,5,0.189545454545455,0.082089552238806,86.5880655021834,0.274653981162309,4,1,0.25,0.0426865671641791,0.1428200702044,0.1428200702044,FALSE,0.23134328358209,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"San Diego State",2024,0.382,0,0.408,0.440298507462687,0,0.0741194029850746,0.27210447761194,24,36,22,0.849545454545454,0.888059701492537,91.0876899563319,0.294132422643815,8,6,0.75,0.525731343283582,0.174126394205139,0.174126394205139,FALSE,0.216417910447761,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"San Jose State",2024,0.24,-0.006,0.118,0.141791044776119,0,0.164776119402985,0.107761194029851,14,27,7,0.263181818181818,0.149253731343284,26.6478908296943,-0.413685459025804,7,2,0.285714285714286,0.131641791044776,-0.364870574860759,0,FALSE,-0.276119402985075,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"South Alabama",2024,0.374,0.153,0.343,0.305970149253731,0,0.360044776119403,0.191537313432836,15,16,8,0.300454545454545,0.23134328358209,-2.16886462882096,-2.28371884672858,4,3,0.75,0.151992537313433,-1.50040328230067,0,FALSE,-0.552238805970149,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"South Carolina",2024,0.191,0.099,0.138,0.850746268656716,0,0.0983507462686567,0.688253731343283,22,26,20,0.799545454545455,0.835820895522388,202.786866812227,1.32080268513318,11,8,0.727272727272727,0.720477611940298,1.1385319145848,1.1385319145848,TRUE,-0.104477611940299,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"South Florida",2024,0.859,1,0.905,0.492537313432836,0,0.358985074626866,0.0694477611940299,14,21,8,0.307272727272727,0.261194029850746,34.23796069869,-0.274653981162308,6,3,0.5,0.0248134328358209,-0.0260921282104193,0,FALSE,-0.00746268656716415,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Southern California",2024,0.223,0.19,0.196,0.895522388059702,0.129082984311233,0.148111940298507,0.695820895522388,16,29,14,0.560909090909091,0.582089552238806,203.894941048035,1.36694740699034,6,4,0.666666666666667,0.468,1.09902571522023,1.09902571522023,TRUE,0.164179104477612,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Southern Miss",2024,0.223,0.161,0.283,0.335820895522388,0,0.0332835820895522,0.260932835820896,17,7,17,0.654090909090909,0.746268656716418,14.5370218340611,-0.771689236036858,4,2,0.5,0.535074626865672,-0.553301182238428,0,FALSE,0.261194029850746,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Stanford",2024,0.848,1.006,0.834,0.694029850746269,0,0.0189850746268657,0.105492537313433,4,14,3,0.117272727272727,0.0597014925373134,0,-1.55728436818856,1,0,0,0.00991044776119403,-0.258509205119301,0,FALSE,0.388059701492537,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Syracuse",2024,0.315,0.163,0.48,0.649253731343284,0,0.166902985074627,0.444738805970149,19,29,18,0.713181818181818,0.779850746268657,259.544681222707,1.94116055466244,6,4,0.666666666666667,0.405522388059701,1.00940348842447,1.00940348842447,TRUE,-0.119402985074627,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"TCU",2024,0.544,0.585,0.522,0.798507462686567,0,0.353194029850746,0.364119402985075,23,20,22,0.871818181818182,0.940298507462687,116.403788209607,0.583284949555049,6,4,0.666666666666667,0.449462686567164,0.278810205887313,0.278810205887313,FALSE,-0.238805970149254,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Temple",2024,0.236,-0.016,0.175,0.23134328358209,0,0.0193731343283582,0.176746268656716,15,31,12,0.458636363636364,0.477611940298507,33.5698449781659,-0.294132422643815,3,3,1,0.394029850746269,-0.242659248681148,0,FALSE,0.328358208955224,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Tennessee",2024,0.331,0.071,0.357,0.880597014925373,0.432926502454002,0.251955223880597,0.589119402985075,9,16,8,0.325909090909091,0.305970149253731,80.823788209607,0.235999786530392,4,3,0.75,0.196738805970149,0.151747862739042,0.151747862739042,FALSE,0.134328358208955,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Texas",2024,0.466,0.814,0.561,0.977611940298508,0.900663652442899,0.427746268656716,0.522044776119403,10,25,10,0.413181818181818,0.41044776119403,152.595661572052,0.876796804779256,4,4,1,0.180186567164179,0.384913797298093,0.384913797298093,FALSE,0.0597014925373135,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
